Username,Reviews
sifa03_,"Nature Republic Aloe Veraj Sotthing adalah gel yang menenangkan dengan kandungan organic aloe vera yang dapat di gunakan yang untuk melembabkan semua bagian tubuh dari Mulai wajah , badan ingga rambut saya suka banget peroduk ini baguss"
dhin_iii,"Nature Republic Aloe Vera 92% Soothing Gel adalah produk multifungsi yang terbuat dari 92% ekstrak lidah buaya. Gel ini memberikan efek menenangkan dan melembapkan kulit, cocok untuk kulit kering, iritasi, atau setelah terpapar sinar matahari. Selain itu, produk ini dapat digunakan untuk berbagai area tubuh, termasuk wajah, tangan, dan rambut. Teksturnya ringan dan cepat meresap tanpa meninggalkan rasa lengket, membuatnya cocok untuk semua jenis kulit."
fifah23,"produknya sangat bagus, dapat membantu melembapkan wajar, memudarkan bekas jerawat, membantu mengatasi jerawat, ringan dipakai, dapat dipakai untuk tidur, bisa dipakai sehari-hari juga, jadi menurut saya natur republick aloe vera sangat approved"
fifahrp13,"bagus bgt buat lembabin kulit, cocok untuk kukit kering. kemarin kebakar kemerahan langsung tenang. pokoknya rekomemdasiin buat teman-teman kulit kering kerontang kaya aku guys aku udah pake dari smp sampe sekang pokoknya mamtap banget"
skynakala,"bagus produknya recommend juga kalau dipake sehari hari buat muka menjadi glowing keesokan harinya, dan cocok untuk usia rentan dari umur 9tahun keatas sampai usia lanjut pokoknya produk nya ini bagus mantul banget dan cocok untuk muka yang mau glowing"
najwasykr,aku selalu pake sih karna buat ngeredain jerawat dan bagus buat kaya masker malam dan harganya juga ga terlalu price dan cocok buat kantong anak kuliahan jadi bagus banget buat dicoba!bagus jg buat rambut karna dia dari kandungan lidah buayanya
As3wulandari,"Benar-benar bisa menenangkan kulit sesuai dengan klaimnya. Apalagi kalau habis main dari pantai. Kena sun burn, langsung reda dan adem rasanya kulit dikasih ini. Aku gak pakai untuk muka ya. Karena pernah coba dan rada perih di kulit wajah."
me_al,Benar benar pas dan cocok dipakai semua kulit dan aman dipakai untuk kulit..melembutkan dan mencerahkan kulit..aman dipakai dan sangat recommended. Membuat kulitcerah bercahaya berkilau dan melembutkan kulit dan sangat cocok dipakai
luci85,Memakai produk ini membuat cerah karena ada kandungan lidah buaya nya dan membuaat tangan dan kaki kita cerah.saya sudah memakai produk ini selama ini dan terjadi perubahan di tangan dan kaki saya.jadi jangan pernah tidak mencoba produk ini
raysha_azrina,"Produk ini sangat memuaskan! Kualitasnya sesuai dengan deskripsi dan benar-benar melebihi ekspektasi saya.""""Sangat puas dengan produk ini! Harganya terjangkau, tapi kualitasnya sangat bagus.""""Desainnya keren dan bahannya nyaman. Cocok banget buat dipakai"
mega_lubis,"Baguus bangett produknyaa, suka bangey banget banget banget banget banget sangat sangat sangat sangat sangat sangat sangat bagus dan wort it to buy betul betul sangat bagus. Mantep banget muka langsung besrsihhhhhhhhbbbbbbbbbbbbbbbbbbb"
wardahmawaddah,"Udah lamaa pake nature republic! Dan emg cocok dikulitku yang super kering, dengan isian yang banyak, harganya termasukk affordablee. Sangat rekomendasii buat pake nature republic ini. So good. Produk korea yang selalu aku repurchase"
RokhayaNurul01_,"Selama pake produk nya kulit menjadi kenyal dan bagus, kemasan nya juga bagus, sangat recomended sekali untuk dibeli beruoang kali, prodik nya bagus, tekstur nya juga bagus, bentuk nya gel, mantappppppppppppppppppppppppppppppppppp"
farhan01,ini bagus banget loh cewek ku yang nyaranin nih katanya bagus jadi di hadiahkan nya untuk ku dan ini cewek ku yang suruh review haha nurut aj sama binik kan ya katanya review ya review aja dan aku juga nganterin dia ke medan x beauty rame pol sih tapi dia happy
Nathayahputri,"Suka banget sama produknya, terlebih bisa buat wajah makin glow up dengan Mosturizer nature Republik. I hope so much dengan produk yang luar biasa dengan Mosturizer ini agar wajah lebih lembut dan glowing. Bertahan terus yang lain dengan produk ini"
Joslouis17,"Moisturizer yang sudah aku pakai bertahun-tahun. Aman buat kulit dan aku sering pakai di malam hari dan pagi hari apalagi saat kulit sedang kering dan dull pasti dengan menggunalan moisturizer nature republic, kulit menjadi lembab dan kenyal dan sehat."
icaa217,Sangat suka dengan produk ini bisa digunain di seluruh badan juga. Efek calmingnya cocok banget buat kulit aku yg sensitif dan kering. Aku juga udh beli sampai 3 kali karena cocok banget di kulit aku. Recommended bangett produk ini buat keseharian
intangled,"produknya bagus bnaget, cocok untuk memperbaiki skin barrier, udah pakai lama ternyata ga bikin ketergantungan, dan bakal repeat order lagi, repet order di online store ataupun offline store, bagus banget, suka sam produknyaa, luvv banget dehh"
suciamandaputri315,Bagus baget produk nya bisa melembabkan tentunya best dan saya sudah lama pakainya at last bisa jadi mosturizer dan bisa lembab di kulit cocok untuk kulit normal maupun sensitif and over all bakalan jadi pelembab favorite
ara06_,"saya merekomendasikan produk ini karena saya sangat menyukainya. produk ini bermanfaat untuk mencerahkan wajah,menyegarkan wajah dapat menghilangkan flek hitam bisa juga sebagai primer. bisa juga untuk luka bakar juga. bisa juga perawatan setelah bercukur"
syirinss,"Kualitas produk sangat asli, barang sangat original dan sangat bagus, pengemasan sangat cepat, pelayanan sangat cepat, hasil nya juga sangat bagus. Sangat memuaskan. Kualitas produk sangat asli, barang sangat original dan sangat bagus."
Amaliafzh_,"Bagus untuk melembabkan kulit, meremajakan kulit dan menenangkan kulit. Harganya masih terjangkau dan juga bisa digunakan di seluruh tubuh. Tapi aku juga sering pakai di rambut untuk buat rambut supaya bernutrisi dan ngga kering, rekomendasi ya"
silva_287,Saya menggunakan produk ini selamas kurang lebih 5bulan dan sangat merasa ccok sekali. Awalnya karna di berikan oleh kawan. Kemudia malahan ketagihan untuk beli lagi. Karena mamang dingin dan segar ketika dipakai. Dan memang bisa berani bolang ini produk sangat rekomended sekali.
Rofiqo1_,"Saya sangat merekomendasikan produk ini, membuat kulit saya menjadi lebih lembut, Dan lembab, sebelum saya memakai bedak dan skincare saya memakai ini terlebih dahulu, menjaga kulit saya agar tetap lembab dan lembut, saya sudah lama memakai produk ini dan sangat cocok dan nyaman dikulit saya."
senararuth,"Waktu sunburnt aku pake ini dan oke sih, lumayan soothing buat kulitku yg terbakar itu. I also use it on my face and body. Overall cukup oke, cepat menyerap juga. Recommend kalau perlu moisturizer yang cepat menyerap dan bertekstur gel ðð"
shelbylp,"Produk nya bagus bangett, cocok untuk semua jenis kulit, penolong untuk kulit ku waktu lagi break out, harga sesuai dengan kualitas yang didapetin, udah sering banget beli karena sebagus ituu dikulit ku dan tahan lama dan isinya banyakkk"
tiarafildzahrizka,"Bagus banget buat melembabkan, mengeringkan jerawat juga walaupun agak lama, saya suka banget pokonya pake ini yuk buruan beli, soalnya araa pake ini udah lama, walaupun harganya mahal tapi isi nya banyak, habis nya juga lamakok jadi worth it banget buat dibeli, yuk buruan"
jessicarpm,"pernah pakai ini dan sumpah bagus banget dari zaman aku sekolah teksturnya kental dan gampang banget diaplikasikan ke muka, smooth dan dinginn apalagi kalau ditaruh di kulkas terlebih dahulu. hasilnya mantap banget dan calming banget tentunya"
Sipran,Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya Baik sekali produk produknya
mora1006,Bagus banget gak ngerti lagi. Sekali pakai langsung kerasa banget perubahannya. Gak akan nyesel deh pakai si nature republic ini. Apalagi ini brand dari Korea. Bener-bener high recommended banget. Buat yang punya masalah beruntusan wajib pakai ini sih.
melatilubis,Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya Bagusss sekaliiii produknya
Afdheny25,Sebelum pake produk ini kulit kering banget tetapi setelah pake barangnya kulit wajahnya jadi lembab digunakan untuk moustorizer pun bisa worth it sekali untuk dibeli dan purchase ulang tidak mengandung alkohol juga jadi aman bahan produknya pun alami
syafirq,"Brand kecantikan yang inovatif biasanya terus merilis produk baru yang menjawab kebutuhan tren kecantikan terkini. Misalnya, serum dengan kandungan unik, skincare berbasis teknologi, atau makeup multifungsi yang praktis. Variasi produk yang lengkap (seperti pelembap, sunscreen, makeup, dan perawatan rambut) juga memudahkan konsumen untuk memilih produk sesuai kebutuhan."
marsyela03,"Saya dari dulu pakai produk ini emng bener bener cocok buat kulit saya, dipakai nya terasa dingin banget. Dan ga buat kulit kering, cocok untuk dipakai sebelum tidur. Dan secinta itu sama produk aloevera ini. Nah buat teman teman pakai ini sangat recommend untuk kulit kita biar ga kering."
lizlinr,"bagus banget si menurut aku, soalnya tipe kulit aku lumayan yg kering bgt, jadi pake itu ngebantu kulit aku banget, lovee banget sama intinya, kulit aku jadi terjaga banget, mantap deh good bgt sukaa, bakal terus pake produk ini dan repeat order."
Alfiana_29,"pruduknya sangat baguss, cocok banget untuk melembabkan, jujur pertama kali aku pake ini bagus banget, cocok untuk kulit berjerawat, super duper melembabkan, untuk kulit sensitive, pokonya baguss banget , kalian harus coba juga, uda gitu lama juga abis nya"
jiunkha,"Wah gila sih ini sampe skrg aku masi make dan gila ini produk bagus kali dan harus di ulang2 makenya sampe gak terhitung makenya sampe gak terkalahkan apa2 juga semua make ini, dan mama kakek nenek juga make ini, tergantung kulit kita juga sih"
putritamara,"Bagus Bgt Aku Pakai buat lembapin wajah, terus buat muka halus , cerah terussss buat muka agak cerahan dan ga cuman di pakai buat muka ajaa bisa buat badan tangan dan kaki, pokoknya harus beli, juga lama abis nya lama dan bisa buat stok berbulan bulan"
ummidalimunthe,"cocok banget buat aku yg sensitive dan oily skin, ga buat beruntusan dan buat pori-pori kecil. suka banget paake ini jadi sleeping mask, buat kulit bangun pagi-pagi jadi kenyal kinclong banget. must try banget buat kita pejuang acne dan big pore"
Afniapriani,"Bagus banget efeknya di aku, yang tadinya kulitku kering, sekarang malah mendingan dan lembab. cocok banget harganya di kantong. Teksturnya juga gel dan dingin â¨ the best banget nature republic dari jaman sekolah dulu aku selalu pakai."
ratnadesirait,I love this product so much and would repurchase very soon. Bener bener perbaikin skin barrier ku banget. Feeling moist and ga lengket sama sekali. Gak bilin berat dan enak banget wanginya. Produk yang bakal kurekomendasiin ke semua orang sih ini!
talithasbl,"jujur udah pake ini lama banget, awalnya karena tau jaehyun NCT pake ini dari kecil, katanya sih orang korea udah pake aloegel sejak dini makanya kulitnya pada mulus, karena kita FOMO jadi aku ikutin skincare routinenya turns out bagus banget"
shrnprln,"bagus banget ngaruh dimuka aku dan cocok tidak bikin bruntusan malah bikin cerahan dan sangat membantu sehingga aku repurchase terus, yuk beli guys karena ini sebagus itu dan isinya banyak ga cepet habis semoga dimuka kalian cocok juga ya"
Febrinaagatha,"cocok banget buat aku yg sensitive dan oily skin, ga buat beruntusan dan buat pori-pori kecil. suka banget paake ini jadi sleeping mask, buat kulit bangun pagi-pagi jadi kenyal kinclong banget. must try banget buat kita pejuang acne dan big pore"
thaniul,"Waktu itu lotion aku abis, dan aku mager beli lotion. Jadi pernah kemaren aku inget ada yg kasi aku produk ini trus aku pake deh keseluruh tubuh ku ternyata bagus di kulit walaupun agak lengket tp enak lah di pake buat sehari hari kulit jd lembab jg."
Gretha27,"Semoga ada banyak skincare yg murah,dengan diskon yg menarik dan bagus untuk di pakai kaum muda setiap hari. Di tunggu Female Daily di Kota Berikutnya semoga makin banyak promonya yg bisa di nikmati kaum muda yah. Yuk ke female daily segera."
catherinesim,"Saat pertama kali pakai teksturnya sangat gentel dan ada sensasi dingin dingin jadi sangat enak untuk diapply, sangat cocoxk untuk semua jenis kulit juga. Teksturnya itu gel dan langsung cair ketika kena kulit tetapi tidak cepat kering, sangat direkomendasikan dipakai saat sebelum tidur"
Felicia_sofi12,"Gel ini sangat efektif untuk menenangkan kuliniit yang kemerahan atau terbakar sinar matahari. Saat dioleskan, rasanya dingin dan menenangkan, sehingga banyak digunakan setelah berjemur atau saat kulit terasa panas.Nature Republic Aloe Vera Gel memiliki tekstur gel yang ringan dan mudah meresap"
Putritiwi15,Sukaasamateksurnyalumayanlembapinkulitakudan cerahintapicptbangetkeringkekulitpokoknyasuka bangetloohhhtapisetelahsebulangapakekulitaku baliksepetibiasajdakuakanrepircaseiniduahari lagithankyouunaturerepublic
Alfeeydongoran,Makai ini dari zaman covid pas baru baru banget belajar make up dan bener bener kepake sampe sekarang. Karrna rmang sebagus itu dan cocok banget buat kulit kering kerontang kaya aku. Aku jadi penadaran sama produk nature republic yg lai soalnya uda cocok sama yang ini.
sriwindaharyani,saya sangat suka menggunakan nature refublik karn bisa melembabkan muka dan adem juga saya selalu menggunakan ini setiap mau tidur dan juga setiap pagi setiap hari semoga bisa menggunakan ini selalu dan berharap selalu bisa terbeli bisa peke selamanyadeh
karyn_p,"Pertama kali tau waktu pas jaman SMP terus di rekomen sm kakak aku, katanya bagus pakai ini. Awalnya memang bagus sih untuk hilangin jerawat dan bekasnya yg memang radang dan sakit. Lamaâ dipakai mungkin krna fragrancenya yg terlalu kuat jdinya rada ga cocok lgi sama saya"
tiakhryh,Ini tuh nenangin banget. Bener-bener bagus untuk bekas luka dan enak dipake. Cepat menyerap dan ga lengket. Aman untuk kulit sensitif ya. Kalo ada permasalahan kulit bisa pake ini loohh. Recommended banget pokoknya. Harus cobain deh biar tauð«µð»
Tythan,"Waktu itu lotion aku abis, dan aku mager beli lotion. Jadi pernah kemaren aku inget ada yg kasi aku produk ini trus aku pake deh keseluruh tubuh ku ternyata bagus di kulit walaupun agak lengket tp enak lah di pake buat sehari hari kulit jd lembab jg."
nayla_26,"Produk ini memiliki daya serap yang baik , tekstur lembut dan tingkat kelembapan yang pas , teksturnya lembut gk lengket , serta tidak membuat kulit terlalu kering , selain itu gel ini memiliki berforma yang bagus dan cocok untuk berbagai jenis kulit"
jojohan,"baru pakai produk ini untuk oily skin, so far oke sih ya untuk oily skin. Harganya juga termasuk murah karena 99rb dapatnya 300ml yang habisnya lama banget, mungkin sekitar 3 bulan baru habis. Lembab banget dan gak ada kata lengket sih. Recomended lah"
raghinazhdh,"Nature Republic Aloe Vera Gel ini super ringan, cepat meresap, dan memberi efek segar tanpa lengket. Dengan 92% lidah buaya, gel ini bisa melembapkan, menenangkan kulit, dan dipakai untuk wajah, rambut, serta tubuh. Cocok untuk segala jenis kulit, terutama buat kamu yang suka skincare serbaguna!"
desilindia,"Produknya bagus bgt hasilnya lembut dikulit dan terhidrasi menjadikan kulit tampak putih dan bersih dan sehat juga.Yuk guys pakai produk ini dan rasakan juga manfaatnya untuk kulit,kepala,dan wajah. semua bisa dipakai produk ini saja"
audinaa365,sangat bagus untuk semua jenis kulit dan semua kebutuhan kulit aku pakai ini sudah dari lama dan rmang beneran bagus banget sih bisa untuk permasalahan kulit apapun gak uanya untuk wajah tapi bisa untuk badan juga menurutku sangat rekomended bgt si
annisaashari7,"Sebagai pengguna Nature Republic Aloe Vera Gel, saya sangat terkesan dengan produk ini. Pertama-tama, teksturnya yang ringan dan gel membuatnya mudah meresap ke kulit tanpa rasa lengket. Saya biasanya menggunakannya setelah mencuci muka dan merasa kulit saya langsung terasa lebih lembap.Salah satu alasan utama saya memilih produk ini adalah kemampuannya menenangkan kulit yang iritasi. Saya sering mengalami kemerahan akibat sinar matahari, dan setelah menggunakan gel ini, saya merasakan efek menenangkan yang signifikan. Dalam beberapa menit, kemerahan berkurang dan kulit terasa lebih nyaman."
Sasacristin123,"Saya sendiri rutin pakaiÂ shoothing gelÂ ini tiap habis cuci muka menggunakanÂ facial foam, biasanya setelah selesai mandi sore biar kulit tidak kehilangan kelembabannya. Juga aku gunakan sebagaiÂ sleeping pack, jadi setiap mau tidur bersih-bersih muka dulu lalu aku oleskanÂ soothing gelÂ ini, karena gelnya ringan, tidak lengket, dan tidak berminyak, jadi nyaman dibawa untuk tidur."
syaauqinazz,Bagus banget untuk melembabkan kulit wajah. Bisa jugaa dipakai di kulit tangan dan kaki. Kemudian bisa dijadikan sleeping mask. Sangat multi fungsi aloe Vera. Dengan harga yang terjangkau dan isi yang banyak sangat menghemat biayaaaaa
elsasaadah,"Bisa di gunakan saat pagi siang sore malam, dan membuat wajah saya putih mulus dan lembut karna aloevera itu dikenal sangat bermanfaat sejak dulu. Dan selama pakai memang terbukti wajah saya lembut sekali saya suka happy mungkin bakal terus saya pakai"
Vannessa23,"Bagus banget dari dulu uda pernah pakai dan selalu hydrate kulit, harganya lumayan murah dan termasuk tahan lama untuk ukuran 300ml. Cocok juga untuk dry, combination, dan oily skin karena menurut ku semua tipe jenis kulit bisa pakai. recomended"
Yunaaaw,"Setelah sebulan menggunakan Nature Republik ini. saya benar-benar terkesan. Kulit saya terasa jauh lebih lembab dan bersinar, dan tidak ada iritasi sama sekali. Ini jadi produk wajib di haluskan skincare saya. Super rekomen sekali, bintang 5"
Anasthasiasha,"Dulu pernah pake aloe vera gel yang sangat viral ini, ternyata produknya bagus banget. Bisa membantu menenangkan kulit dari masalah jerawat yang meradang dan kemerahan di kulit yang cukup parah. Produknya juga sering aku pake setelah exfoliasi biar tetap terhidrasi"
claraqueen,Kurang cocok di aku yg punya muka sensitif karena bikin muka panas dan gatal. Ga recommended untuk kulit sensitif. Tapi mungkin bisa kalian pake di bagian tubuh lain kaya tangan dan kaki atau badan karena ini cocok banget untuk melembabkan
nanda_syafitri,"Selama aku pakai produknya bagus, melembabkan kulit dan menyegarkan wajah, aku sangat senang sekali memakai produk dari nature republik, produknya juga tidak berbau, harumnya wangi. Pokoknya the best deh buat semua produk-produknya"
grcjessica,Produk ini sangat bagus banget loh! Karena bisa melembabkan dan menenangkan kulit kalian yang lagi tantrum! Buat kalian yang lagi jerawatan harus cobain! Harganya juga murah dan pastinya tidak mengoyak kantong kalian teman teman! Beli ya!
farhannashwan,menurutku soothing gel dari nature republic ini bagus banget untuk ngelembabin kulit dan juga gak ninggalin bekas lengket di kuliat. soothing gelnya jugak cocok buat semua jenis kulit dan bisa di aplikasiin di semua bagian tubuh jadinya worth to buy
xzahraini,"Salah satu produk pelembab yang cocok untuk segala jenis kulit sehingga pas untuk semua kalangan, untuk yang baru awal ingin menggunakan produk skincare produk ini cocok banget, hasil akhirnya yang sangat lembabð"
cloe,"nyoba make ini waktu umur 12 tahun karena masih takut nyoba Mosturizer, baru make 3-4 hari langsung stop karena muka jadi beruntusan, entah karena memang kulitnya yang terlalu muda atau memang ga cocok aj sama kandungannya"
dinlu,"Wajah sangat sangat lembab, di wajah ringan dan enak banged afternya wajah lembab sampai esok untuk kulit aku yang kering cocok banged. Bakal aku rrpurchase terus, biar kulit aku selalu bagus dan lembab"
hijrahnst,"Sangat mengurangi pengempesan jerawat dan muka TDK bruntusan lagi sangat bagus utk pemakaian selanjutnya, muka ku jadi bersih dan tidak kusam akan saya coba seseing mungkin agar muka bersih tidakkusam dan kinclong berseri sepanjang hari"
sitia93,"aku pakai produk ini dari kurang lebih satu tahun dan bisa melembabkan kulitku, menjaga kelembapan kulit, mencerahkan wajahku, nyaman dikulitku dan cocok untuk kulit normal ke kering kayak aku. hopefully semoga nature republik makin bagus lagi"
tasyeeeeeeee,saya udah pake lama dan bagus udah lama beli juga sih udah cocok dan ga mau lagi menggantikan dengan produk moisturizer yang lain karna susah nyari yang cocok kan ya pokoknya ini aja lah deh kalo beli lagi pun langsung yang ini aja susah kan nyari yang sesuai
swifties89,"Nature reublic dapat melembabkan kulit an membuat kulit menjadi cerah dan sehat , membuat kulit menjadi lembut , sangat recomended sekali untuk di pakai dapat melelmbabkan serta mencerahkan kulit , tidak membuat kulit kering , sehat dan lembab"
pidaaoo,Bagus vanget barangnya saya suka semoga cocok dengan saya dan akan terus berkelnajutan dengan baik terimakasih ya coocok selalu dengan produk ya terimaksih sukses selalu akan saya gunakan terus terimakasih dengan harga nya yg murah ini
bymine,Pertama kali aku coba produl nature republic ini serius aku enggak expect kalau produk ini ternyata sebagus itu. Dari yang awalnya coba coba ternyata langsung ketagihan akunya. Aku langsung kasi mama adik kakak saudara semua aku kasih tau supaya pakai produk ini.
ivanapinkan,"menurut saya setelah pakai produk nature republik ini wajah saya menjadi lebih lembab, sehat dan halus, kemudian cara pakainya juga sangat mudah, dan saat mau bilas juga muda, wajah saya menjadi lebih cerah setelah menggunakan nature republik"
desri123,Melembabkan sekali 8/10 sih. Bisa sekali untuk atasin kulit kering yang bisa menyebabkan crack kalau makeup sangat buat terhidrasi sekali.Selain melembabkan wajah bisa dipakai di semua badan sangan bermanfaat deh pokoknya .Selain itu dipakai buat masker jg oke
fentifatimah,"Bagus sih untuk di pakai daily sangat recommend buat yang mau pake atau yg baru baru ini pakek, selain bagus diajuga ga pricey banget pas buat budget nya pelajar, kalau mau beli ada official storenya jadi miudah banget buat di akses worth to buy sih"
marchya_9,aku pake ini dari masih smp ini emg buat muka aku jadi lembab dan aku pake setiap pagi tanpa pake make up untuk hasilnya emg bagus dan ngelembabin bgt.Kalau aku sendiri biasanya aku masukin kulkas hehe itu ngasih efek dingin yang enak bgt di muka
donaananda,"sayaa pakai ini udah sangat lama karena isinya jugaa sangat banyakk,produk enak banget kalo dimasukin ke kulkas sblm mau pemakaian karena muka jadi seger banget setelah pakenyaa, muka jd lemban banget kalo pake ini dan kenyal jugaa muka kita"
RuthL,"Sangat bagus banget apalagi buat yg kulit mukanya kering bahkan sensitif.Pakai ini,kulit muka ity rasanya tenang,adem,apalagi kalo produk ini dimasukkan ke kulkas sebelum digunakan,sensasi dinginnya makin bikin segar ini mukaðProduk yg ukurannya segede ini bisa abis berbulan2,bahkan harga jg ramah kantongâ¤ï¸"
vindarianty,"Produk holy grail aku buat moisturizer.. entah kenapa aku lebih suka pake Aloe Vera gel nya ini sebagai moisturizer, skin prep before make up atau di jadiin sleeping mask sebelum tidur..Karena bener2 ringan bgt dan afternya bikin kulit wajah glowing dan plumpy.. Bener2 kecintaan aku bgt ððð"
Tiara_aulia200,"untuk kulit yang lagi berjerawat parah cocok pake ini, soalnya dia buat kulit kemerahan aku kalem dan nyaman. apalagi kalo dimasukkin ke kulkas dulu . menenang kan kulit berjerawat plus karena size nya yg gedek jadi gak habis habis . cocok banget buat kulit kering"
nurulnasution,Cocokk dipakenyaaa kaloo kulitt lagii keringg & jugaa kemerahann karenaa lembabb dan segerr gituu pas dipakenyaa ke mukaa. untukk kulitt berjerawat jugaa cocokk ini baguss bangett. selamatt mencobaaa temann temann
piaazaii,"bagus bangettt , bikin nyaman, dan sangat cocok untuk kulit kita, membuat lebih cerah dan sangat baikk, jangan lupa beli ya gaesss, ini bagus banget looooooo, apalagi ayoo buruannn, cepat cepat auk ayo ayo ayo ayo ayo cewek cantikkkk, ayooo"
Diah_Gyumine17,"Rekomendasi banget untuk digunain kita girlsss....ini produknya nyaman banget terus bikin kulit kita lembut...ngga bikin panas juga pokokny Terthe best deh...wajib banget stok banyak biarkalo abis bisa langsung pake lagi,,, ayogirlll kuy cobain"
khayila,"satu produk yang banyak dibicarakan dalam dunia kecantikan. Dengan klaim dapat mencerahkan kulit, mengurangi tampilan noda hitam, dan meningkatkan elastisitas, serum ini menjanjikan banyak manfaat bagi kulit.Kemasannya praktis dengan pipet yang memudahkan aplikasi. Teksturnya ringan dan cepat meresap tanpa meninggalkan rasa lengket, membuatnya nyaman digunakan sebelum tidur atau di bawah makeup. Aroma citrus yang segar memberikan sensasi menyegarkan saat diaplikasikan.Setelah penggunaan selama dua minggu, saya merasakan perubahan pada kulit wajah. Kulit terlihat lebih cerah dan noda hitam mulai memudar. Serum ini juga tidak menyebabkan iritasi, meskipun saya memiliki kulit sensitif. Kandungan antioksidan yang tinggi membantu melindungi kulit dari radikal bebas, menjadikannya pilihan yang baik untuk perawatan sehari-hari."
mychaelketaren,"Penggunaan rutin aloe vera gel dapat membantu menghaluskan tekstur kulit, mencerahkan wajah, dan memberikan efek glowing alami. Cara penggunaannya pun cukup mudah, cukup aplikasikan aloe vera gel pada wajah yang bersih dan biarkan meresap, tanpa perlu dibilas."
Kiky2810,Produknya bagus banget dan terasa lembab setelah di pakai dan wajah pun semakin bersih banget setelah pemakaian nya dengan aloe vera nya yang membuat kelembabpan itu semakin terasa dan serasi ke wajah. Wajah semakin glowing deh terimakasih
syahriramadhani,"Bagus banget buat ngatasi jerawat di muka ku , sebagai obat jerawat yang paling ampub untuk mengatasi jerawat yang membandal di muka ku , dengan cara meletakkan di bagian yang berjerawat saja keesekon hari nya jerawat itu menjadi hilang..."
rorose_,"Melembabkan wajah, bisa dipakai untuk berbagai manfaat, isi produk juga banyak dan tidak lengket. Ikut beli karena fomo pada zamannya, tapi malah bagus untuk melembapkan dan bs jadi primer make up biar ga cracking. Bisa untuk melembapkan bagian lain juga"
Auzora,Pakai ini karena aku sering keluar dari rumah dan sering beraktivitas diluar rumah karena pekerjaan aku diluar ruangan jadi pakai ini setiap malam jadi bisa buat melembabkan tapi entah kenap jadi bersih dan glowing banget jadi aku stok produk ini setiap bulan.
_nurhanisa1103,Produknya bagus banget dan terasa lembab setelah di pakai dan wajah pun semakin bersih banget setelah pemakaian nya dengan aloe vera nya yang membuat kelembabpan itu semakin terasa dan serasi ke wajah. Wajah semakin glowing deh terimakasih
NadyaBetsheba,"Calming kulit aku yg redness dan sensitif sewaktu trial and error satu produk skincare yg baru aku coba. Setelah aku pake produk aloe vera dari nature republic, aku ngerasa mukaku udah ga terlalu mudah untuk redness walaupun sensitifitas kulitku ga berubah sama sekali"
tasye00,ini bagus sih udah lama viral tapi baru beberapa bulan aku nyobain first immpression aku sih bagus ya cukup melembabkan dan sangat baik sih ini menurutku bagus lah pokoknya yaa mantulity guys ayo beli ini bagus gak salah pokoknya guys wajib cobain
yuliapradinda,Nature public soothing gel ini bagus banget di kulit aku yang kering. Aku biasanya pake ini sebagai campuran masker organik dan juga dijadikan sebagai pelembab atau alas sebelum make up. Pokoknya mantep banget deh nature public ini. Bangga banget bisa pake ini
ciindyanandamelviani,"bagus dipakai, buat kulit aku jadi lembab, tekstur nya juga oke... akuuu kalo pakee itu seminggu bisaa berapa kali.. muka yang beruntusan bisa jadi ga beruntusan lagiii.. harganya jugaa gaa terlaluu mahal cocok untuk buat dipakai sebelum pake makeup"
elyhrp13,"Bagus sekali produknya sehingga kita harus memakai produk ini, biasanya saya memakainya setiap malam sebagai pelembap pada wajah dan juga bisa mencerahkan wajah, kalian harus mencoba produk ini dah saya sudah repurchase produknya"
Joe_Kenzo,Produknya bagus banget dan terasa lembab setelah di pakai dan wajah pun semakin bersih banget setelah pemakaian nya dengan aloe vera nya yang membuat kelembabpan itu semakin terasa dan serasi ke wajah. Wajah semakin glowing deh terimakasih
Saumy07,"aloe vera smothing gel ini bagus dan dangat melembabkan di kulit saya, dapat membuat kulit lembab seharian dan juga harga yang sangat afordable di kantong anak kuliah seperti saya, untuk pemakaian saya biasanya memakai 3 hari sekali ketika saya merasa kulit saya kering"
shellajoan,Natural Republic Aloevera shooting gelCepat meresap di kulit dan texture gel So far so good Cocok utk segala jenis kulitMembuat kulit jadi lebih lembab dan glowing Selalu rekomen untuk di gunakan di pagi siang dan malam atau di cuaca panas
Viranovializa14_,produk ini cocok untuk kulit saya yang muda sensitif. selain apat mencerahkan produk ini juga dapat melembab kan kulit muka saya. selain untuk muka produk ini juga saya pakai untuk tubuh karena efeknya yang dapat melembabkan kulit saya yang sensitif
namiraa23,"untuk kulit sensitif sangat bagus nge calming wajah yang sensitif, cocok juga untuk wajah normal maupun sensitif karna ingrediants products tidak aneh aneh dan sangat bagus, saya memakai ini selama 3 bulan dan mukak saya tidak bejerwat lagi"
dipan,"Sangat bagus dan berefek di muka saya, saya sangat merekomendasikan nya Produk ini berkualitas tinggi, desain modern, mudah digunakan, dan tahan lama. Fitur hemat energi dan rendah bising sangat membantu. Mudah dirawat, layanan pelanggan responsif, dan garansi membuatnya lebih aman dibeli."
